entry,at,order
"The player ""Mathematician @ SkC_IGMS6x"" quits the game with a stack of 0.",2022-07-21T21:46:33.157Z,165843999315700
"-- ending hand #52 --",2022-07-21T21:46:27.126Z,165843998712601
"""Big Kenny @ kjkGhe-DIG"" collected 2580 from pot with Two Pair, A's & 8's (combination: A♦, A♣, 8♦, 8♠, Q♣)",2022-07-21T21:46:27.126Z,165843998712600
"River: J♦, 4♣, Q♣, A♣ [8♠]",2022-07-21T21:46:23.125Z,165843998312500
"Turn: J♦, 4♣, Q♣ [A♣]",2022-07-21T21:46:19.091Z,165843997909100
"Flop:  [J♦, 4♣, Q♣]",2022-07-21T21:46:15.041Z,165843997504100
"""Mathematician @ SkC_IGMS6x"" shows a A♠, 3♠.",2022-07-21T21:46:11.028Z,165843997102801
"""Big Kenny @ kjkGhe-DIG"" shows a 8♦, A♦.",2022-07-21T21:46:11.028Z,165843997102800
"""Big Kenny @ kjkGhe-DIG"" calls 1290",2022-07-21T21:46:10.159Z,165843997015900
"""Mathematician @ SkC_IGMS6x"" raises to 1290 and go all in",2022-07-21T21:46:09.086Z,165843996908600
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 500",2022-07-21T21:46:06.426Z,165843996642605
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 250",2022-07-21T21:46:06.426Z,165843996642604
"Your hand is 8♦, A♦",2022-07-21T21:46:06.426Z,165843996642602
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6710) | #6 ""Mathematician @ SkC_IGMS6x"" (1290)",2022-07-21T21:46:06.426Z,165843996642601
"-- starting hand #52  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:46:06.426Z,165843996642600
"-- ending hand #51 --",2022-07-21T21:46:03.429Z,165843996342902
"""Mathematician @ SkC_IGMS6x"" collected 500 from pot",2022-07-21T21:46:03.429Z,165843996342901
"Uncalled bet of 250 returned to ""Mathematician @ SkC_IGMS6x""",2022-07-21T21:46:03.429Z,165843996342900
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:46:02.610Z,165843996261000
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 500",2022-07-21T21:45:54.867Z,165843995486705
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 250",2022-07-21T21:45:54.867Z,165843995486704
"Your hand is 2♦, 8♥",2022-07-21T21:45:54.867Z,165843995486702
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6960) | #6 ""Mathematician @ SkC_IGMS6x"" (1040)",2022-07-21T21:45:54.867Z,165843995486701
"-- starting hand #51  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:45:54.867Z,165843995486700
"""Big Kenny @ kjkGhe-DIG"" shows a 8♠, Q♠.",2022-07-21T21:45:51.620Z,165843995162000
"-- ending hand #50 --",2022-07-21T21:45:51.255Z,165843995125502
"""Big Kenny @ kjkGhe-DIG"" collected 2000 from pot",2022-07-21T21:45:51.255Z,165843995125501
"Uncalled bet of 500 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:45:51.255Z,165843995125500
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:45:50.425Z,165843995042500
"""Big Kenny @ kjkGhe-DIG"" bets 500",2022-07-21T21:45:43.890Z,165843994389000
"Turn: 9♥, 2♦, 6♥ [4♠]",2022-07-21T21:45:42.409Z,165843994240900
"""Big Kenny @ kjkGhe-DIG"" calls 500",2022-07-21T21:45:41.540Z,165843994154000
"""Mathematician @ SkC_IGMS6x"" bets 500",2022-07-21T21:45:40.213Z,165843994021300
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:45:38.542Z,165843993854200
"Flop:  [9♥, 2♦, 6♥]",2022-07-21T21:45:36.808Z,165843993680800
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:45:35.947Z,165843993594700
"""Mathematician @ SkC_IGMS6x"" calls 500",2022-07-21T21:45:34.877Z,165843993487700
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 500",2022-07-21T21:45:32.845Z,165843993284505
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 250",2022-07-21T21:45:32.845Z,165843993284504
"Your hand is 8♠, Q♠",2022-07-21T21:45:32.845Z,165843993284502
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (5960) | #6 ""Mathematician @ SkC_IGMS6x"" (2040)",2022-07-21T21:45:32.845Z,165843993284501
"-- starting hand #50  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:45:32.845Z,165843993284500
"-- ending hand #49 --",2022-07-21T21:45:26.806Z,165843992680603
"""Mathematician @ SkC_IGMS6x"" shows a J♥, K♥.",2022-07-21T21:45:26.806Z,165843992680602
"""Big Kenny @ kjkGhe-DIG"" collected 2000 from pot with Pair, 8's (combination: 8♦, 8♠, A♥, 10♠, 5♥)",2022-07-21T21:45:26.806Z,165843992680601
"""Big Kenny @ kjkGhe-DIG"" shows a 10♠, A♥.",2022-07-21T21:45:26.806Z,165843992680600
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:45:25.954Z,165843992595400
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:45:24.559Z,165843992455900
"River: 8♦, 5♥, 2♠, 3♦ [8♠]",2022-07-21T21:45:23.093Z,165843992309300
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:45:22.235Z,165843992223500
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:45:21.337Z,165843992133700
"Turn: 8♦, 5♥, 2♠ [3♦]",2022-07-21T21:45:19.008Z,165843991900800
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:45:18.170Z,165843991817000
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:45:17.223Z,165843991722300
"Flop:  [8♦, 5♥, 2♠]",2022-07-21T21:45:14.226Z,165843991422600
"""Big Kenny @ kjkGhe-DIG"" calls 1000",2022-07-21T21:45:13.403Z,165843991340300
"""Mathematician @ SkC_IGMS6x"" raises to 1000",2022-07-21T21:45:11.848Z,165843991184800
"""Big Kenny @ kjkGhe-DIG"" calls 500",2022-07-21T21:45:06.569Z,165843990656900
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 500",2022-07-21T21:45:03.487Z,165843990348705
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 250",2022-07-21T21:45:03.487Z,165843990348704
"Your hand is 10♠, A♥",2022-07-21T21:45:03.487Z,165843990348702
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (4960) | #6 ""Mathematician @ SkC_IGMS6x"" (3040)",2022-07-21T21:45:03.487Z,165843990348701
"-- starting hand #49  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:45:03.487Z,165843990348700
"""Big Kenny @ kjkGhe-DIG"" shows a 5♥, 4♥.",2022-07-21T21:45:00.529Z,165843990052900
"-- ending hand #48 --",2022-07-21T21:44:59.874Z,165843989987402
"""Big Kenny @ kjkGhe-DIG"" collected 1000 from pot",2022-07-21T21:44:59.874Z,165843989987401
"Uncalled bet of 500 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:44:59.874Z,165843989987400
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:44:59.033Z,165843989903300
"""Big Kenny @ kjkGhe-DIG"" bets 500",2022-07-21T21:44:57.508Z,165843989750800
"Turn: 2♦, 2♥, 3♣ [A♦]",2022-07-21T21:44:54.673Z,165843989467300
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:44:53.855Z,165843989385500
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:44:51.254Z,165843989125400
"Flop:  [2♦, 2♥, 3♣]",2022-07-21T21:44:48.766Z,165843988876600
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:44:47.921Z,165843988792100
"""Mathematician @ SkC_IGMS6x"" calls 500",2022-07-21T21:44:45.803Z,165843988580300
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 500",2022-07-21T21:44:43.962Z,165843988396207
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 250",2022-07-21T21:44:43.962Z,165843988396206
"Your hand is 5♥, 4♥",2022-07-21T21:44:43.962Z,165843988396204
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (4460) | #6 ""Mathematician @ SkC_IGMS6x"" (3540)",2022-07-21T21:44:43.962Z,165843988396203
"-- starting hand #48  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:44:43.962Z,165843988396202
"The game's big blind was changed from 300 to 500.",2022-07-21T21:44:43.962Z,165843988396201
"The game's small blind was changed from 150 to 250.",2022-07-21T21:44:43.962Z,165843988396200
"""Big Kenny @ kjkGhe-DIG"" shows a 4♠, 8♠.",2022-07-21T21:44:38.255Z,165843987825500
"-- ending hand #47 --",2022-07-21T21:44:37.403Z,165843987740302
"""Mathematician @ SkC_IGMS6x"" collected 1800 from pot with Two Pair, J's & 2's (combination: J♥, J♦, 2♥, 2♦, A♦)",2022-07-21T21:44:37.403Z,165843987740301
"""Mathematician @ SkC_IGMS6x"" shows a J♥, 2♥.",2022-07-21T21:44:37.403Z,165843987740300
"""Big Kenny @ kjkGhe-DIG"" calls 300",2022-07-21T21:44:36.555Z,165843987655500
"""Mathematician @ SkC_IGMS6x"" bets 300",2022-07-21T21:44:34.838Z,165843987483800
"River: A♦, 10♠, 2♦, J♦ [9♥]",2022-07-21T21:44:30.956Z,165843987095600
"""Mathematician @ SkC_IGMS6x"" calls 300",2022-07-21T21:44:30.122Z,165843987012200
"""Big Kenny @ kjkGhe-DIG"" bets 300",2022-07-21T21:44:27.467Z,165843986746700
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:44:25.656Z,165843986565600
"Turn: A♦, 10♠, 2♦ [J♦]",2022-07-21T21:44:23.509Z,165843986350900
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:44:22.683Z,165843986268300
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:44:21.770Z,165843986177000
"Flop:  [A♦, 10♠, 2♦]",2022-07-21T21:44:17.783Z,165843985778300
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:44:16.949Z,165843985694900
"""Big Kenny @ kjkGhe-DIG"" calls 300",2022-07-21T21:44:14.743Z,165843985474300
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 300",2022-07-21T21:44:12.432Z,165843985243205
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 150",2022-07-21T21:44:12.432Z,165843985243204
"Your hand is 4♠, 8♠",2022-07-21T21:44:12.432Z,165843985243202
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (5360) | #6 ""Mathematician @ SkC_IGMS6x"" (2640)",2022-07-21T21:44:12.432Z,165843985243201
"-- starting hand #47  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:44:12.432Z,165843985243200
"-- ending hand #46 --",2022-07-21T21:44:06.424Z,165843984642403
"""Big Kenny @ kjkGhe-DIG"" shows a 5♦, J♠.",2022-07-21T21:44:06.424Z,165843984642402
"""Mathematician @ SkC_IGMS6x"" collected 1800 from pot with Pair, Q's (combination: Q♦, Q♣, A♦, J♣, 9♥)",2022-07-21T21:44:06.424Z,165843984642401
"""Mathematician @ SkC_IGMS6x"" shows a J♣, 9♥.",2022-07-21T21:44:06.424Z,165843984642400
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:44:05.594Z,165843984559400
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:44:03.483Z,165843984348300
"River: 2♠, Q♦, 6♠, Q♣ [A♦]",2022-07-21T21:44:02.021Z,165843984202100
"""Big Kenny @ kjkGhe-DIG"" calls 300",2022-07-21T21:44:01.172Z,165843984117200
"""Mathematician @ SkC_IGMS6x"" bets 300",2022-07-21T21:44:00.213Z,165843984021300
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:43:57.854Z,165843983785400
"Turn: 2♠, Q♦, 6♠ [Q♣]",2022-07-21T21:43:56.366Z,165843983636600
"""Big Kenny @ kjkGhe-DIG"" calls 300",2022-07-21T21:43:55.478Z,165843983547800
"""Mathematician @ SkC_IGMS6x"" bets 300",2022-07-21T21:43:53.986Z,165843983398600
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:43:52.446Z,165843983244600
"Flop:  [2♠, Q♦, 6♠]",2022-07-21T21:43:50.763Z,165843983076300
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:43:49.919Z,165843982991900
"""Mathematician @ SkC_IGMS6x"" calls 300",2022-07-21T21:43:48.059Z,165843982805900
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 300",2022-07-21T21:43:46.761Z,165843982676105
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 150",2022-07-21T21:43:46.761Z,165843982676104
"Your hand is 5♦, J♠",2022-07-21T21:43:46.761Z,165843982676102
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6260) | #6 ""Mathematician @ SkC_IGMS6x"" (1740)",2022-07-21T21:43:46.761Z,165843982676101
"-- starting hand #46  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:43:46.761Z,165843982676100
"""Big Kenny @ kjkGhe-DIG"" shows a Q♣, K♣.",2022-07-21T21:43:43.643Z,165843982364300
"-- ending hand #45 --",2022-07-21T21:43:43.068Z,165843982306802
"""Big Kenny @ kjkGhe-DIG"" collected 1200 from pot",2022-07-21T21:43:43.068Z,165843982306801
"Uncalled bet of 300 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:43:43.068Z,165843982306800
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:43:42.209Z,165843982220900
"""Big Kenny @ kjkGhe-DIG"" bets 300",2022-07-21T21:43:40.570Z,165843982057000
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:43:38.753Z,165843981875300
"Flop:  [J♣, 3♥, K♦]",2022-07-21T21:43:33.402Z,165843981340200
"""Mathematician @ SkC_IGMS6x"" calls 600",2022-07-21T21:43:32.572Z,165843981257200
"""Big Kenny @ kjkGhe-DIG"" raises to 600",2022-07-21T21:43:31.236Z,165843981123600
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 300",2022-07-21T21:43:28.000Z,165843980800005
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 150",2022-07-21T21:43:28.000Z,165843980800004
"Your hand is Q♣, K♣",2022-07-21T21:43:28.000Z,165843980800002
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (5660) | #6 ""Mathematician @ SkC_IGMS6x"" (2340)",2022-07-21T21:43:28.000Z,165843980800001
"-- starting hand #45  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:43:28.000Z,165843980800000
"""Big Kenny @ kjkGhe-DIG"" shows a K♣, 3♣.",2022-07-21T21:43:25.009Z,165843980500900
"-- ending hand #44 --",2022-07-21T21:43:24.350Z,165843980435002
"""Big Kenny @ kjkGhe-DIG"" collected 600 from pot",2022-07-21T21:43:24.350Z,165843980435001
"Uncalled bet of 300 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:43:24.350Z,165843980435000
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:43:23.508Z,165843980350800
"""Big Kenny @ kjkGhe-DIG"" bets 300",2022-07-21T21:43:20.624Z,165843980062400
"River: 10♣, Q♠, J♦, 6♣ [Q♣]",2022-07-21T21:43:17.669Z,165843979766900
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:43:16.840Z,165843979684000
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:43:15.472Z,165843979547200
"Turn: 10♣, Q♠, J♦ [6♣]",2022-07-21T21:43:13.144Z,165843979314400
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:43:12.326Z,165843979232600
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:43:10.424Z,165843979042400
"Flop:  [10♣, Q♠, J♦]",2022-07-21T21:43:06.141Z,165843978614100
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:43:05.310Z,165843978531000
"""Mathematician @ SkC_IGMS6x"" calls 300",2022-07-21T21:42:57.232Z,165843977723200
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 300",2022-07-21T21:42:55.172Z,165843977517205
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 150",2022-07-21T21:42:55.172Z,165843977517204
"Your hand is K♣, 3♣",2022-07-21T21:42:55.172Z,165843977517202
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (5360) | #6 ""Mathematician @ SkC_IGMS6x"" (2640)",2022-07-21T21:42:55.172Z,165843977517201
"-- starting hand #44  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:42:55.172Z,165843977517200
"-- ending hand #43 --",2022-07-21T21:42:49.160Z,165843976916001
"""Mathematician @ SkC_IGMS6x"" collected 2640 from pot with Full House, 8's over 3's (combination: 8♠, 8♥, 8♦, 3♣, 3♠)",2022-07-21T21:42:49.160Z,165843976916000
"River: 8♥, 2♦, 3♣, 3♠ [8♦]",2022-07-21T21:42:45.078Z,165843976507800
"""Mathematician @ SkC_IGMS6x"" shows a 8♠, 4♥.",2022-07-21T21:42:41.063Z,165843976106301
"""Big Kenny @ kjkGhe-DIG"" shows a 3♥, 2♠.",2022-07-21T21:42:41.063Z,165843976106300
"""Mathematician @ SkC_IGMS6x"" calls 420 and go all in",2022-07-21T21:42:40.206Z,165843976020600
"""Big Kenny @ kjkGhe-DIG"" raises to 420",2022-07-21T21:42:38.435Z,165843975843500
"""Mathematician @ SkC_IGMS6x"" bets 300",2022-07-21T21:42:34.315Z,165843975431500
"Turn: 8♥, 2♦, 3♣ [3♠]",2022-07-21T21:42:30.157Z,165843975015700
"""Mathematician @ SkC_IGMS6x"" calls 600",2022-07-21T21:42:29.347Z,165843974934700
"""Big Kenny @ kjkGhe-DIG"" raises to 600",2022-07-21T21:42:27.552Z,165843974755200
"""Mathematician @ SkC_IGMS6x"" bets 300",2022-07-21T21:42:22.320Z,165843974232000
"Flop:  [8♥, 2♦, 3♣]",2022-07-21T21:42:17.827Z,165843973782700
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:42:16.991Z,165843973699100
"""Big Kenny @ kjkGhe-DIG"" calls 300",2022-07-21T21:42:15.321Z,165843973532100
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 300",2022-07-21T21:42:13.744Z,165843973374405
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 150",2022-07-21T21:42:13.744Z,165843973374404
"Your hand is 3♥, 2♠",2022-07-21T21:42:13.744Z,165843973374402
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6680) | #6 ""Mathematician @ SkC_IGMS6x"" (1320)",2022-07-21T21:42:13.744Z,165843973374401
"-- starting hand #43  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:42:13.744Z,165843973374400
"""Big Kenny @ kjkGhe-DIG"" shows a 7♠, 6♠.",2022-07-21T21:42:11.753Z,165843973175300
"-- ending hand #42 --",2022-07-21T21:42:10.095Z,165843973009502
"""Big Kenny @ kjkGhe-DIG"" collected 300 from pot",2022-07-21T21:42:10.095Z,165843973009501
"Uncalled bet of 150 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:42:10.095Z,165843973009500
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:42:09.232Z,165843972923200
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 300",2022-07-21T21:42:05.488Z,165843972548805
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 150",2022-07-21T21:42:05.488Z,165843972548804
"Your hand is 7♠, 6♠",2022-07-21T21:42:05.488Z,165843972548802
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6530) | #6 ""Mathematician @ SkC_IGMS6x"" (1470)",2022-07-21T21:42:05.488Z,165843972548801
"-- starting hand #42  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:42:05.488Z,165843972548800
"-- ending hand #41 --",2022-07-21T21:41:59.484Z,165843971948401
"""Mathematician @ SkC_IGMS6x"" collected 1470 from pot with Pair, 9's (combination: 9♠, 9♥, Q♣, J♠, 7♥)",2022-07-21T21:41:59.484Z,165843971948400
"River: 6♦, 4♥, 9♠, Q♣ [9♥]",2022-07-21T21:41:55.477Z,165843971547700
"Turn: 6♦, 4♥, 9♠ [Q♣]",2022-07-21T21:41:51.413Z,165843971141300
"Flop:  [6♦, 4♥, 9♠]",2022-07-21T21:41:47.314Z,165843970731400
"""Mathematician @ SkC_IGMS6x"" shows a J♠, 7♥.",2022-07-21T21:41:43.310Z,165843970331001
"""Big Kenny @ kjkGhe-DIG"" shows a J♦, 2♠.",2022-07-21T21:41:43.310Z,165843970331000
"""Big Kenny @ kjkGhe-DIG"" calls 735",2022-07-21T21:41:42.474Z,165843970247400
"""Mathematician @ SkC_IGMS6x"" raises to 735 and go all in",2022-07-21T21:41:40.693Z,165843970069300
"""Big Kenny @ kjkGhe-DIG"" calls 300",2022-07-21T21:41:37.443Z,165843969744300
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 300",2022-07-21T21:41:35.796Z,165843969579605
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 150",2022-07-21T21:41:35.796Z,165843969579604
"Your hand is J♦, 2♠",2022-07-21T21:41:35.796Z,165843969579602
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (7265) | #6 ""Mathematician @ SkC_IGMS6x"" (735)",2022-07-21T21:41:35.796Z,165843969579601
"-- starting hand #41  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:41:35.796Z,165843969579600
"-- ending hand #40 --",2022-07-21T21:41:29.711Z,165843968971102
"""Big Kenny @ kjkGhe-DIG"" collected 600 from pot with Two Pair, A's & 5's (combination: A♦, A♣, 5♥, 5♠, 9♥)",2022-07-21T21:41:29.711Z,165843968971101
"""Big Kenny @ kjkGhe-DIG"" shows a 5♥, 8♠.",2022-07-21T21:41:29.711Z,165843968971100
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:41:28.872Z,165843968887200
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:41:25.899Z,165843968589900
"River: A♦, 9♥, 4♣, 5♠ [A♣]",2022-07-21T21:41:24.386Z,165843968438600
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:41:23.526Z,165843968352600
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:41:21.868Z,165843968186800
"Turn: A♦, 9♥, 4♣ [5♠]",2022-07-21T21:41:20.450Z,165843968045000
"""Mathematician @ SkC_IGMS6x"" checks",2022-07-21T21:41:19.635Z,165843967963500
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:41:17.534Z,165843967753400
"Flop:  [A♦, 9♥, 4♣]",2022-07-21T21:41:15.780Z,165843967578000
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:41:14.947Z,165843967494700
"""Mathematician @ SkC_IGMS6x"" calls 300",2022-07-21T21:41:13.750Z,165843967375000
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 300",2022-07-21T21:41:10.178Z,165843967017805
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 150",2022-07-21T21:41:10.178Z,165843967017804
"Your hand is 5♥, 8♠",2022-07-21T21:41:10.178Z,165843967017802
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6965) | #6 ""Mathematician @ SkC_IGMS6x"" (1035)",2022-07-21T21:41:10.178Z,165843967017801
"-- starting hand #40  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:41:10.178Z,165843967017800
"-- ending hand #39 --",2022-07-21T21:41:04.089Z,165843966408902
"""Mathematician @ SkC_IGMS6x"" collected 1035 from pot with Full House, 9's over A's (combination: 9♣, 9♠, 9♥, A♠, A♥)",2022-07-21T21:41:04.089Z,165843966408901
"""Big Kenny @ kjkGhe-DIG"" collected 1035 from pot with Full House, 9's over A's (combination: 9♣, 9♠, 9♥, A♠, A♥)",2022-07-21T21:41:04.089Z,165843966408900
"River: A♠, 9♣, 9♠, A♥ [9♥]",2022-07-21T21:41:00.034Z,165843966003400
"Turn: A♠, 9♣, 9♠ [A♥]",2022-07-21T21:40:55.966Z,165843965596600
"Flop:  [A♠, 9♣, 9♠]",2022-07-21T21:40:51.865Z,165843965186500
"""Mathematician @ SkC_IGMS6x"" shows a 5♥, 5♠.",2022-07-21T21:40:47.824Z,165843964782401
"""Big Kenny @ kjkGhe-DIG"" shows a 10♦, K♥.",2022-07-21T21:40:47.824Z,165843964782400
"""Big Kenny @ kjkGhe-DIG"" calls 1035",2022-07-21T21:40:47.013Z,165843964701300
"""Mathematician @ SkC_IGMS6x"" raises to 1035 and go all in",2022-07-21T21:40:43.610Z,165843964361000
"""Big Kenny @ kjkGhe-DIG"" calls 300",2022-07-21T21:40:40.526Z,165843964052600
"""Mathematician @ SkC_IGMS6x"" posts a big blind of 300",2022-07-21T21:40:32.950Z,165843963295005
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 150",2022-07-21T21:40:32.950Z,165843963295004
"Your hand is 10♦, K♥",2022-07-21T21:40:32.950Z,165843963295002
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6965) | #6 ""Mathematician @ SkC_IGMS6x"" (1035)",2022-07-21T21:40:32.950Z,165843963295001
"-- starting hand #39  (No Limit Texas Hold'em) (dealer: ""Big Kenny @ kjkGhe-DIG"") --",2022-07-21T21:40:32.950Z,165843963295000
"-- ending hand #38 --",2022-07-21T21:40:29.954Z,165843962995402
"""Big Kenny @ kjkGhe-DIG"" collected 300 from pot",2022-07-21T21:40:29.954Z,165843962995401
"Uncalled bet of 150 returned to ""Big Kenny @ kjkGhe-DIG""",2022-07-21T21:40:29.954Z,165843962995400
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:40:29.066Z,165843962906600
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 300",2022-07-21T21:40:17.809Z,165843961780906
"""Mathematician @ SkC_IGMS6x"" posts a small blind of 150",2022-07-21T21:40:17.809Z,165843961780905
"Your hand is 8♠, J♦",2022-07-21T21:40:17.809Z,165843961780903
"Player stacks: #4 ""Big Kenny @ kjkGhe-DIG"" (6815) | #6 ""Mathematician @ SkC_IGMS6x"" (1185)",2022-07-21T21:40:17.809Z,165843961780902
"-- starting hand #38  (No Limit Texas Hold'em) (dealer: ""Mathematician @ SkC_IGMS6x"") --",2022-07-21T21:40:17.809Z,165843961780901
"The player ""LindaD @ SlQ0PfdcTW"" quits the game with a stack of 0.",2022-07-21T21:40:17.809Z,165843961780900
"-- ending hand #37 --",2022-07-21T21:40:11.801Z,165843961180105
"""LindaD @ SlQ0PfdcTW"" shows a 10♠, A♠.",2022-07-21T21:40:11.801Z,165843961180104
"""Big Kenny @ kjkGhe-DIG"" collected 280 from pot with Two Pair, K's & 5's (combination: K♠, K♣, 5♥, 5♦, J♥)",2022-07-21T21:40:11.801Z,165843961180103
"""Big Kenny @ kjkGhe-DIG"" collected 480 from pot with Two Pair, K's & 5's (combination: K♠, K♣, 5♥, 5♦, J♥)",2022-07-21T21:40:11.801Z,165843961180102
